"chr","hg19","hg38"
"17","41196346",43044329
"17","41196347",43044330
"17","41196348",43044331
"17","41196349",43044332
"17","41196350",43044333
"17","41196351",43044334
"17","41196352",43044335
"17","41196353",43044336
"17","41196354",43044337
"17","41196355",43044338
"17","41196356",43044339
"17","41196357",43044340
"17","41196358",43044341
"17","41196359",43044342
"17","41196360",43044343
"17","41196361",43044344
"17","41196362",43044345
"17","41196363",43044346
"17","41196364",43044347
"17","41196365",43044348
"17","41196366",43044349
"17","41196367",43044350
"17","41196368",43044351
"17","41196369",43044352
"17","41196370",43044353
"17","41196371",43044354
"17","41196372",43044355
"17","41196373",43044356
"17","41196374",43044357
"17","41196375",43044358
"17","41196376",43044359
"17","41196377",43044360
"17","41196378",43044361
"17","41196379",43044362
"17","41196380",43044363
"17","41196381",43044364
"17","41196382",43044365
"17","41196383",43044366
"17","41196384",43044367
"17","41196385",43044368
"17","41196386",43044369
"17","41196387",43044370
"17","41196388",43044371
"17","41196389",43044372
"17","41196390",43044373
"17","41196391",43044374
"17","41196392",43044375
"17","41196393",43044376
"17","41196394",43044377
"17","41196395",43044378
"17","41196396",43044379
"17","41196397",43044380
"17","41196398",43044381
"17","41196399",43044382
"17","41196400",43044383
"17","41196401",43044384
"17","41196402",43044385
"17","41196403",43044386
"17","41196404",43044387
"17","41196405",43044388
"17","41196406",43044389
"17","41196407",43044390
"17","41196408",43044391
"17","41196409",43044392
"17","41196410",43044393
"17","41196411",43044394
"17","41196412",43044395
"17","41196413",43044396
"17","41196414",43044397
"17","41196415",43044398
"17","41196416",43044399
"17","41196417",43044400
"17","41196418",43044401
"17","41196419",43044402
"17","41196420",43044403
"17","41196421",43044404
"17","41196422",43044405
"17","41196423",43044406
"17","41196424",43044407
"17","41196425",43044408
"17","41196426",43044409
"17","41196427",43044410
"17","41196428",43044411
"17","41196429",43044412
"17","41196430",43044413
"17","41196431",43044414
"17","41196432",43044415
"17","41196433",43044416
"17","41196434",43044417
"17","41196435",43044418
"17","41196436",43044419
"17","41196437",43044420
"17","41196438",43044421
"17","41196439",43044422
"17","41196440",43044423
"17","41196441",43044424
"17","41196442",43044425
"17","41196443",43044426
"17","41196444",43044427
"17","41196445",43044428
"17","41196446",43044429
"17","41196447",43044430
"17","41196448",43044431
"17","41196449",43044432
"17","41196450",43044433
"17","41196451",43044434
"17","41196452",43044435
"17","41196453",43044436
"17","41196454",43044437
"17","41196455",43044438
"17","41196456",43044439
"17","41196457",43044440
"17","41196458",43044441
"17","41196459",43044442
"17","41196460",43044443
"17","41196461",43044444
"17","41196462",43044445
"17","41196463",43044446
"17","41196464",43044447
"17","41196465",43044448
"17","41196466",43044449
"17","41196467",43044450
"17","41196468",43044451
"17","41196469",43044452
"17","41196470",43044453
"17","41196471",43044454
"17","41196472",43044455
"17","41196473",43044456
"17","41196474",43044457
"17","41196475",43044458
"17","41196476",43044459
"17","41196477",43044460
"17","41196478",43044461
"17","41196479",43044462
"17","41196480",43044463
"17","41196481",43044464
"17","41196482",43044465
"17","41196483",43044466
"17","41196484",43044467
"17","41196485",43044468
"17","41196486",43044469
"17","41196487",43044470
"17","41196488",43044471
"17","41196489",43044472
"17","41196490",43044473
"17","41196491",43044474
"17","41196492",43044475
"17","41196493",43044476
"17","41196494",43044477
"17","41196495",43044478
"17","41196496",43044479
"17","41196497",43044480
"17","41196498",43044481
"17","41196499",43044482
"17","41196500",43044483
"17","41196501",43044484
"17","41196502",43044485
"17","41196503",43044486
"17","41196504",43044487
"17","41196505",43044488
"17","41196506",43044489
"17","41196507",43044490
"17","41196508",43044491
"17","41196509",43044492
"17","41196510",43044493
"17","41196511",43044494
"17","41196512",43044495
"17","41196513",43044496
"17","41196514",43044497
"17","41196515",43044498
"17","41196516",43044499
"17","41196517",43044500
"17","41196518",43044501
"17","41196519",43044502
"17","41196520",43044503
"17","41196521",43044504
"17","41196522",43044505
"17","41196523",43044506
"17","41196524",43044507
"17","41196525",43044508
"17","41196526",43044509
"17","41196527",43044510
"17","41196528",43044511
"17","41196529",43044512
"17","41196530",43044513
"17","41196531",43044514
"17","41196532",43044515
"17","41196533",43044516
"17","41196534",43044517
"17","41196535",43044518
"17","41196536",43044519
"17","41196537",43044520
"17","41196538",43044521
"17","41196539",43044522
"17","41196540",43044523
"17","41196541",43044524
"17","41196542",43044525
"17","41196543",43044526
"17","41196544",43044527
"17","41196545",43044528
"17","41196546",43044529
"17","41196547",43044530
"17","41196548",43044531
"17","41196549",43044532
"17","41196550",43044533
"17","41196551",43044534
"17","41196552",43044535
"17","41196553",43044536
"17","41196554",43044537
"17","41196555",43044538
"17","41196556",43044539
"17","41196557",43044540
"17","41196558",43044541
"17","41196559",43044542
"17","41196560",43044543
"17","41196561",43044544
"17","41196562",43044545
"17","41196563",43044546
"17","41196564",43044547
"17","41196565",43044548
"17","41196566",43044549
"17","41196567",43044550
"17","41196568",43044551
"17","41196569",43044552
"17","41196570",43044553
"17","41196571",43044554
"17","41196572",43044555
"17","41196573",43044556
"17","41196574",43044557
"17","41196575",43044558
"17","41196576",43044559
"17","41196577",43044560
"17","41196578",43044561
"17","41196579",43044562
"17","41196580",43044563
"17","41196581",43044564
"17","41196582",43044565
"17","41196583",43044566
"17","41196584",43044567
"17","41196585",43044568
"17","41196586",43044569
"17","41196587",43044570
"17","41196588",43044571
"17","41196589",43044572
"17","41196590",43044573
"17","41196591",43044574
"17","41196592",43044575
"17","41196593",43044576
"17","41196594",43044577
"17","41196595",43044578
"17","41196596",43044579
"17","41196597",43044580
"17","41196598",43044581
"17","41196599",43044582
"17","41196600",43044583
"17","41196601",43044584
"17","41196602",43044585
"17","41196603",43044586
"17","41196604",43044587
"17","41196605",43044588
"17","41196606",43044589
"17","41196607",43044590
"17","41196608",43044591
"17","41196609",43044592
"17","41196610",43044593
"17","41196611",43044594
"17","41196612",43044595
"17","41196613",43044596
"17","41196614",43044597
"17","41196615",43044598
"17","41196616",43044599
"17","41196617",43044600
"17","41196618",43044601
"17","41196619",43044602
"17","41196620",43044603
"17","41196621",43044604
"17","41196622",43044605
"17","41196623",43044606
"17","41196624",43044607
"17","41196625",43044608
"17","41196626",43044609
"17","41196627",43044610
"17","41196628",43044611
"17","41196629",43044612
"17","41196630",43044613
"17","41196631",43044614
"17","41196632",43044615
"17","41196633",43044616
"17","41196634",43044617
"17","41196635",43044618
"17","41196636",43044619
"17","41196637",43044620
"17","41196638",43044621
"17","41196639",43044622
"17","41196640",43044623
"17","41196641",43044624
"17","41196642",43044625
"17","41196643",43044626
"17","41196644",43044627
"17","41196645",43044628
"17","41196646",43044629
"17","41196647",43044630
"17","41196648",43044631
"17","41196649",43044632
"17","41196650",43044633
"17","41196651",43044634
"17","41196652",43044635
"17","41196653",43044636
"17","41196654",43044637
"17","41196655",43044638
"17","41196656",43044639
"17","41196657",43044640
"17","41196658",43044641
"17","41196659",43044642
"17","41196660",43044643
"17","41196661",43044644
"17","41196662",43044645
"17","41196663",43044646
"17","41196664",43044647
"17","41196665",43044648
"17","41196666",43044649
"17","41196667",43044650
"17","41196668",43044651
"17","41196669",43044652
"17","41196670",43044653
"17","41196671",43044654
"17","41196672",43044655
"17","41196673",43044656
"17","41196674",43044657
"17","41196675",43044658
"17","41196676",43044659
"17","41196677",43044660
"17","41196678",43044661
"17","41196679",43044662
"17","41196680",43044663
"17","41196681",43044664
"17","41196682",43044665
"17","41196683",43044666
"17","41196684",43044667
"17","41196685",43044668
"17","41196686",43044669
"17","41196687",43044670
"17","41196688",43044671
"17","41196689",43044672
"17","41196690",43044673
"17","41196691",43044674
"17","41196692",43044675
"17","41196693",43044676
"17","41196694",43044677
"17","41196695",43044678
"17","41196696",43044679
"17","41196697",43044680
"17","41196698",43044681
"17","41196699",43044682
"17","41196700",43044683
"17","41196701",43044684
"17","41196702",43044685
"17","41196703",43044686
"17","41196704",43044687
"17","41196705",43044688
"17","41196706",43044689
"17","41196707",43044690
"17","41196708",43044691
"17","41196709",43044692
"17","41196710",43044693
"17","41196711",43044694
"17","41196712",43044695
"17","41196713",43044696
"17","41196714",43044697
"17","41196715",43044698
"17","41196716",43044699
"17","41196717",43044700
"17","41196718",43044701
"17","41196719",43044702
"17","41196720",43044703
"17","41196721",43044704
"17","41196722",43044705
"17","41196723",43044706
"17","41196724",43044707
"17","41196725",43044708
"17","41196726",43044709
"17","41196727",43044710
"17","41196728",43044711
"17","41196729",43044712
"17","41196730",43044713
"17","41196731",43044714
"17","41196732",43044715
"17","41196733",43044716
"17","41196734",43044717
"17","41196735",43044718
"17","41196736",43044719
"17","41196737",43044720
"17","41196738",43044721
"17","41196739",43044722
"17","41196740",43044723
"17","41196741",43044724
"17","41196742",43044725
"17","41196743",43044726
"17","41196744",43044727
"17","41196745",43044728
"17","41196746",43044729
"17","41196747",43044730
"17","41196748",43044731
"17","41196749",43044732
"17","41196750",43044733
"17","41196751",43044734
"17","41196752",43044735
"17","41196753",43044736
"17","41196754",43044737
"17","41196755",43044738
"17","41196756",43044739
"17","41196757",43044740
"17","41196758",43044741
"17","41196759",43044742
"17","41196760",43044743
"17","41196761",43044744
"17","41196762",43044745
"17","41196763",43044746
"17","41196764",43044747
"17","41196765",43044748
"17","41196766",43044749
"17","41196767",43044750
"17","41196768",43044751
"17","41196769",43044752
"17","41196770",43044753
"17","41196771",43044754
"17","41196772",43044755
"17","41196773",43044756
"17","41196774",43044757
"17","41196775",43044758
"17","41196776",43044759
"17","41196777",43044760
"17","41196778",43044761
"17","41196779",43044762
"17","41196780",43044763
"17","41196781",43044764
"17","41196782",43044765
"17","41196783",43044766
"17","41196784",43044767
"17","41196785",43044768
"17","41196786",43044769
"17","41196787",43044770
"17","41196788",43044771
"17","41196789",43044772
"17","41196790",43044773
"17","41196791",43044774
"17","41196792",43044775
"17","41196793",43044776
"17","41196794",43044777
"17","41196795",43044778
"17","41196796",43044779
"17","41196797",43044780
"17","41196798",43044781
"17","41196799",43044782
"17","41196800",43044783
"17","41196801",43044784
"17","41196802",43044785
"17","41196803",43044786
"17","41196804",43044787
"17","41196805",43044788
"17","41196806",43044789
"17","41196807",43044790
"17","41196808",43044791
"17","41196809",43044792
"17","41196810",43044793
"17","41196811",43044794
"17","41196812",43044795
"17","41196813",43044796
"17","41196814",43044797
"17","41196815",43044798
"17","41196816",43044799
"17","41196817",43044800
"17","41196818",43044801
"17","41196819",43044802
"17","41196820",43044803
"17","41196821",43044804
"17","41196822",43044805
"17","41196823",43044806
"17","41196824",43044807
"17","41196825",43044808
"17","41196826",43044809
"17","41196827",43044810
"17","41196828",43044811
"17","41196829",43044812
"17","41196830",43044813
"17","41196831",43044814
"17","41196832",43044815
"17","41196833",43044816
"17","41196834",43044817
"17","41196835",43044818
"17","41196836",43044819
"17","41196837",43044820
"17","41196838",43044821
"17","41196839",43044822
"17","41196840",43044823
"17","41196841",43044824
"17","41196842",43044825
"17","41196843",43044826
"17","41196844",43044827
"17","41196845",43044828
"17","41196846",43044829
"17","41196847",43044830
"17","41196848",43044831
"17","41196849",43044832
"17","41196850",43044833
"17","41196851",43044834
"17","41196852",43044835
"17","41196853",43044836
"17","41196854",43044837
"17","41196855",43044838
"17","41196856",43044839
"17","41196857",43044840
"17","41196858",43044841
"17","41196859",43044842
"17","41196860",43044843
"17","41196861",43044844
"17","41196862",43044845
"17","41196863",43044846
"17","41196864",43044847
"17","41196865",43044848
"17","41196866",43044849
"17","41196867",43044850
"17","41196868",43044851
"17","41196869",43044852
"17","41196870",43044853
"17","41196871",43044854
"17","41196872",43044855
"17","41196873",43044856
"17","41196874",43044857
"17","41196875",43044858
